POINTS 10000
17296 4528
8710 17281
1012 9572
4259 6785
13399 7683
237 19824
3032 13675
9071 9707
8625 7863
18658 16884
5173 1445
9665 8118
2861 1873
18829 8616
18755 4612
17647 8280
1878 18316
10338 16959
6415 18296
16457 2784
11337 15544
15892 1973
12721 4998
12281 9590
13381 8954
16639 19986
19027 8989
14082 1084
9413 16443
12341 6171
8552 14581
16349 991
1168 6808
2844 7342
7335 5884
4475 4664
15538 11183
1610 13137
12159 9061
15447 1971
15794 17011
13491 250
5908 16003
5765 16651
17962 12059
9462 11159
13778 10234
867 2910
345 4437
4103 19432
5877 3662
7589 14622
1109 9123
4004 3644
3759 12670
2278 3286
2175 5209
7783 4008
6837 17104
7086 2927
6922 3246
1537 6097
13627 2432
5111 13951
12313 15737
493 8088
11382 8295
2057 16103
7381 9972
548 3351
16193 1521
12062 18411
1537 9884
15610 7454
9907 11156
11663 4875
7365 6023
8456 8348
14106 7848
14380 8703
3386 4072
19562 7178
8476 15600
2768 12070
4812 4943
1686 19249
4819 7545
17063 3208
5542 9313
1877 9004
16486 7578
15565 16904
6945 8664
14530 5254
15827 19243
12239 18897
18374 16793
6177 4351
14082 15940
16365 7090
15964 16387
8883 13866
5349 6400
13599 6923
18605 10964
10739 18251
13337 8531
19845 14219
7921 16293
5217 18362
16938 14013
17964 5977
10936 2197
10678 3049
19830 9948
15832 13499
9474 8478
6798 1897
1785 16806
9546 2618
2334 14211
10356 18961
18529 12622
8396 4114
2860 15281
2311 10192
19277 4208
8825 16497
17742 15775
16955 18187
7459 12146
9548 16656
7552 12884
8178 8331
6648 19852
12258 668
10 13429
10662 16139
10259 9828
12416 2599
17313 4311
12974 18410
13197 1000
2466 17383
6611 4617
10769 4608
14789 1470
17300 19643
13243 13261
13839 8997
14572 5279
3944 16373
12364 9972
2792 9200
14794 9554
10947 6860
2920 19089
14642 10073
6877 14746
17930 16122
14857 6667
6067 1368
6474 6904
14296 6295
2627 4719
19673 4885
13579 7606
16113 11634
2138 10424
267 17600
4718 15885
4701 7961
12205 14662
10350 3311
12951 3670
14688 14083
10454 14907
13417 10035
3341 7433
1788 12349
8615 11347
18696 18335
6718 16252
15307 1561
16168 10142
15970 7145
17291 8498
4002 9517
7907 18764
7251 2863
6352 17841
1999 16051
15868 318
16295 11152
4069 11339
17915 1112
15662 3554
12158 17919
7828 19560
6278 8149
2564 2418
3065 19659
3103 3494
250 17868
2721 4186
15973 2434
4849 18227
12801 575
13286 18026
12723 18889
8544 11131
9302 15897
1389 4087
6088 15364
10272 15381
14534 10940
6226 17002
18119 14317
15597 16249
3708 10650
14245 250
4151 12920
4347 3405
14774 10051
4475 3081
9714 3270
4912 17829
8827 2137
17326 14486
2476 6354
16992 10649
19962 4638
7896 14797
4026 2966
5723 8359
18739 17374
12496 19469
13738 17309
6932 19496
18320 18671
18188 8764
2214 1417
5659 16824
8019 12063
8028 8822
12504 16863
17995 10405
1073 5501
5166 11050
17422 10866
16813 6498
1909 19121
16863 1176
140 6579
13595 13665
15513 12340
6068 6604
11177 10046
17364 883
16305 16554
17147 17071
6910 9501
14420 4157
17686 18128
8009 17599
18374 12634
18973 13488
13156 9127
19239 13948
4101 9080
10397 6796
2320 6767
7379 14752
6658 18983
10748 18351
4581 4100
1460 8983
17888 18051
17233 7358
827 6489
4362 7131
14217 10013
14434 10774
7550 11450
1221 16638
19382 16723
9673 8215
7084 17240
6354 3167
9802 10603
9074 13759
7454 6392
3586 1648
8525 1737
10506 3468
17296 4507
10090 15828
8612 15190
18465 15555
11128 19953
5522 16320
4977 4700
551 2191
18742 12481
9168 5604
16834 5648
4972 115
2242 17732
15234 8113
9084 9968
4788 10409
7357 14728
19554 18869
13165 9634
9333 19440
2526 5033
6572 823
14057 10092
18821 9197
8329 10506
10 14968
12218 12027
15015 5472
13942 1885
10630 12305
2917 134
396 673
18085 937
9865 3302
10494 4547
17112 14745
2896 6263
7223 19842
18936 4047
7989 19075
6008 4326
3033 5551
15116 4509
13505 14257
16284 1875
19169 14944
7598 8277
8081 11643
13828 641
7172 14841
1281 16851
5185 19593
18169 6541
5560 1534
2934 11508
7976 7572
2016 7775
16650 6474
6282 8128
3522 5462
8840 1871
2150 2779
2917 1405
13764 4596
5501 11783
2327 14708
86 1059
18268 18138
18935 12094
639 17824
9123 6801
5473 7716
14330 8063
7802 19009
19497 2586
18534 11422
1330 17237
17068 8882
12264 18442
4916 9687
15486 12156
8714 9117
14016 17971
12867 996
5087 15972
19578 19002
6227 12222
19394 16747
10432 9796
10927 18079
16117 10419
13761 19729
14469 1447
19041 1488
4743 14307
4996 14823
13883 17064
17945 7153
14746 13996
6382 12041
1942 16389
4402 4075
5476 13505
3222 19958
10436 3870
7748 4354
10984 5929
19902 3753
17822 3969
13564 12321
8587 3164
6612 3106
7883 18387
9146 2548
18636 4146
7571 3394
4959 10904
15755 8387
13203 10798
20000 3982
2642 8913
17425 3644
4785 17698
12531 7669
1377 16237
1481 18582
3169 12975
3008 15735
7973 18952
1068 2344
1254 17353
15657 9061
11711 16419
3022 14345
19912 16098
5684 10794
5073 11830
5472 1429
17410 13490
14893 10818
8545 385
7417 11658
938 19199
9471 11752
18034 10186
4683 6599
6738 15459
8585 16219
2046 1847
3693 6711
14283 1102
13136 15286
5372 11021
7584 1863
3713 19985
6186 18608
6744 11820
19279 8422
14201 14928
7160 10081
189 6246
9169 18715
4445 6122
5597 15790
15118 402
11082 12395
9684 5637
14338 9699
17448 4593
11097 14736
15116 16596
8306 8878
6097 7965
19225 18667
14101 1590
7768 6240
4710 2432
12738 19096
17583 19681
9759 10926
8075 8217
7543 5702
4907 13717
14878 5002
7883 10616
808 12
8038 3220
19567 14327
19212 17534
8198 7698
12300 13034
16509 5622
18152 6599
8301 9085
3462 9033
9632 9065
13976 8242
2515 346
4033 5014
19275 680
1352 91
14324 2745
13733 6099
19071 12786
14131 18017
3582 17431
12584 11928
6816 7747
5598 2438
5984 19196
3283 2974
14681 16052
15701 19555
17596 18140
2316 16127
4542 19542
18805 7209
15306 8316
5377 14721
1429 19268
3647 14954
14933 12325
10692 14099
3274 19863
6244 15626
15546 16318
19652 10362
9795 12891
4237 4724
10687 10063
2795 18303
1768 485
14163 1167
11404 13898
11846 13234
19415 15765
5333 810
334 15894
18867 9329
13431 8033
19002 14314
10207 7168
13512 7748
18280 8539
16485 19731
2284 6516
13118 9387
7759 15883
6653 14350
12451 19834
19127 4734
13653 11686
15380 18994
1116 17266
17554 4045
5384 8306
16674 6289
16214 9385
18571 10797
17384 16865
7988 10640
13577 18150
650 15102
19183 13904
16981 2975
10385 14676
14872 2929
9216 7073
10616 9315
1944 12594
11524 15883
19609 17351
17845 17170
8257 760
1544 12141
1826 19425
5548 10216
481 3162
19033 2958
17971 2316
14519 5368
9511 13526
10654 19871
19817 9987
11577 7220
34 1882
4619 11279
15793 3525
10508 14528
7493 3283
16220 11110
15380 14677
2322 9454
4593 5469
4637 884
2147 14754
13183 18603
6466 4954
3161 9580
4917 8113
19402 7785
917 892
8789 9355
15184 11035
19001 4869
8000 317
7575 8780
10912 17828
11290 9509
6733 16629
4638 7208
4058 14490
1870 4778
16808 13875
19056 4596
4615 8399
17704 11075
10336 18788
7078 9126
1732 11791
6861 443
3107 8375
5530 5962
1907 18344
13318 6886
15410 4208
19036 15797
11969 12987
11870 1527
12843 10884
17399 2493
4844 9958
18517 18030
16032 3837
1708 1082
6479 1686
17437 10103
15262 987
16225 18656
12132 16992
14190 18837
7197 18772
7497 14583
13062 3854
15125 16297
5597 19261
16319 19878
12994 2415
11833 9496
6488 17996
327 11186
19782 981
6523 16091
9634 4012
14105 11570
6488 692
6281 12966
17488 18034
12135 113
11673 11354
13438 321
16893 16763
6680 11448
19258 13554
6760 10593
10084 8058
1814 3936
5513 14491
9925 19272
2479 14223
17301 7737
763 14038
19813 16307
62 5303
8910 16652
13718 7301
16644 1476
11633 16208
5144 2830
13712 17966
10845 5823
15690 3685
15410 14985
3751 9662
10109 11306
10026 11473
6043 4264
12922 14075
18816 6445
16218 11940
9407 6687
15545 8653
13769 19200
4451 15737
18603 6347
15055 5825
12500 2904
2328 2538
9787 7388
1505 2154
315 7516
4231 8168
8628 13375
6557 1315
16153 1198
15013 5513
1770 11884
8156 19633
15043 466
19949 17821
12268 3271
15174 18620
12558 6491
12608 17448
2929 5009
13955 8240
16025 15191
17575 5300
1565 7042
18958 6352
19287 10689
10779 13596
16996 7807
12431 6195
9404 6024
18789 1148
10933 19010
7962 7346
7589 7689
10557 2321
5718 8399
3040 591
16376 8551
10399 12866
5786 7770
11315 2440
17740 16571
759 6394
15235 15531
10369 201
17657 16351
19178 16182
7195 4850
5027 7570
12713 2488
7654 2009
12581 10432
14365 5951
18109 10879
9748 1325
5935 7087
9662 5898
10415 5755
5520 3928
3716 9120
10995 2228
4565 8155
6125 13714
16484 3824
6820 8046
212 2224
